Town,Year,Substance,Gender,Measure Type,Variable,Value
New Britain,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
New Canaan,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
New Fairfield,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,3
New Hartford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
New Haven,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,3
New London,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,1
New Milford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Newington,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Newtown,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,5
Norfolk,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
North Branford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,1
North Canaan,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
North Haven,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,8
North Stonington,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Norwalk,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Norwich,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Old Lyme,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Old Saybrook,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Orange,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Oxford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Plainfield,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,5
Plainville,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Plymouth,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,15
Pomfret,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Portland,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Preston,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Prospect,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,11
Putnam,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,6
Redding,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Ridgefield,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Rocky Hill,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Roxbury,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Salem,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Salisbury,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Scotland,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Seymour,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,7
Sharon,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Shelton,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,31
Sherman,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Simsbury,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Somers,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,3
South Windsor,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Southbury,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Southington,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,6
Sprague,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Stafford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,7
Stamford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Sterling,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Stonington,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Stratford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Suffield,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,4
Thomaston,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Thompson,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Tolland,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Torrington,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Trumbull,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Union,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Vernon,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Voluntown,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Wallingford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Warren,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Washington,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,3
Waterbury,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,8
Waterford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Watertown,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
West Hartford,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,4
West Haven,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,14
Westbrook,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Weston,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Westport,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Wethersfield,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Willington,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Wilton,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Winchester,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Windham,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,5
Windsor,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Windsor Locks,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Wolcott,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,2
Woodbridge,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Woodbury,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Woodstock,2008,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Andover,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Andover,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Andover,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Andover,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Andover,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Andover,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Andover,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Andover,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Ansonia,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Ansonia,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Ansonia,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,4
Ansonia,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,2
Ansonia,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Ansonia,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Ansonia,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Ansonia,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Ashford,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Ashford,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Ashford,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Ashford,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Ashford,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Ashford,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Ashford,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Ashford,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Avon,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Avon,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Avon,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,6
Avon,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,1
Avon,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Avon,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Avon,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,1
Avon,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,1
Barkhamsted,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,0
Barkhamsted,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,0
Barkhamsted,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,0
Barkhamsted,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Barkhamsted,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,0
Barkhamsted,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Barkhamsted,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,0
Barkhamsted,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,0
Beacon Falls,2009,Alcohol,Male,Number,School suspensions and expulsions in past year,1
Beacon Falls,2009,Alcohol,Female,Number,School suspensions and expulsions in past year,1
Beacon Falls,2009,Illegal Drug,Male,Number,School suspensions and expulsions in past year,2
Beacon Falls,2009,Illegal Drug,Female,Number,School suspensions and expulsions in past year,0
Beacon Falls,2009,Prescription/Over the counter drug,Male,Number,School suspensions and expulsions in past year,2
Beacon Falls,2009,Prescription/Over the counter drug,Female,Number,School suspensions and expulsions in past year,0
Beacon Falls,2009,Tobacco,Male,Number,School suspensions and expulsions in past year,4
Beacon Falls,2009,Tobacco,Female,Number,School suspensions and expulsions in past year,1
